,ID,Region,Main Source of Income,Agricultural Household indicator,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Walls,House Floor Area,House Age,Number of bedrooms,Electricity,Total Household Income,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
32301,47,N,Other sources of Income,0,Male,78,Widowed,,Extended Family,5,0,1,1,Single house,Strong,70,9,3,1,655596,218507,33171,17920,12003,3729,1400,420,137450,477,5430,10074,154890,84000,19168,17910,15390,61600,42300,14350,0,19354,2,1,1,1,1,1,0,0,3,2,0,0,0
20129,3596,H,Wage/Salaries,0,Female,53,Widowed,Worked for private establishment,Extended Family,8,0,3,4,Single house,Strong,60,14,1,1,655584,194110,32894,25400,33216,14004,964,4772,88250,720,4344,4295,94230,45000,338,46938,10350,5472,32946,24500,0,0,1,2,1,1,1,0,0,0,10,2,1,0,0
33092,838,N,Wage/Salaries,2,Male,65,Married,Worked for private household,Extended Family,6,0,1,4,Single house,Strong,30,21,2,1,655560,177440,34411,26660,25239,19941,5416,8990,92620,3942,362,14640,76026,42000,56092,41418,11802,0,28488,32000,0,0,1,1,0,1,1,0,0,0,4,0,0,0,0
2970,1246,B,Wage/Salaries,0,Female,42,Married,Worked for government/government corporation,Extended Family,9,0,3,1,Single house,Strong,80,15,2,1,655282,229358,36840,26027,37888,44143,8535,8324,53817,0,0,5670,42000,24000,2473,34368,12762,89095,53184,16000,3700,82446,1,1,1,1,1,1,0,0,4,1,1,0,1
34761,2507,N,Wage/Salaries,2,Male,58,Married,Worked for private establishment,Extended Family,5,0,2,2,Single house,Strong,100,30,4,1,655080,212763,33870,19998,27655,16211,3708,5403,77860,5616,0,15112,98376,42000,11117,43872,20598,21668,35502,12000,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0
470,471,A,Other sources of Income,0,Male,55,Married,,Single Family,6,0,1,1,Single house,Strong,300,35,7,1,655060,174762,44986,20610,39230,16130,6473,8170,30720,195,0,18985,243870,210000,145,23406,9684,50000,8730,0,0,149000,5,3,2,2,2,0,1,1,6,5,0,0,1
36281,4027,N,Wage/Salaries,2,Male,52,Married,,Single Family,7,0,2,3,Single house,Strong,70,21,3,1,654968,199037,48387,36380,26793,13130,8032,7020,67570,0,0,900,87378,60000,48601,37860,10200,0,45162,5100,0,0,1,1,1,1,1,0,0,0,5,1,0,0,1
32294,40,N,Wage/Salaries,0,Male,61,Married,Worked for private establishment,Extended Family,14,0,7,4,Single house,Quite Strong,40,35,4,1,654682,310591,63092,39231,58602,19244,4435,6817,124420,2114,10860,13745,114306,30000,3671,53376,11598,4760,33162,7700,0,61482,1,1,0,0,1,0,0,0,4,0,0,0,1
2058,334,B,Wage/Salaries,0,Female,58,Married,Worked for government/government corporation,Single Family,3,0,2,1,Single house,Strong,70,20,3,1,654500,96940,27720,21580,16670,10498,2650,4921,13600,0,0,6430,65352,48000,13560,14400,2640,3400,23112,20000,0,0,1,1,1,1,0,0,0,0,3,1,0,0,0
31462,1556,M,Wage/Salaries,0,Male,44,Married,Worked for private establishment,Single Family,4,0,1,3,Single house,Strong,56,15,3,1,654238,131804,22039,18590,14598,14921,1240,3446,58850,1260,0,1917,31506,18000,3514,17664,3522,9500,46224,11100,0,0,1,1,0,1,0,0,0,0,5,1,0,0,0
617,618,A,Other sources of Income,0,Male,27,Single,,Extended Family,8,2,4,1,Duplex,Strong,400,9,6,1,654058,95337,21106,13740,24984,7372,1730,6265,11804,0,0,1150,177642,156000,5320,38412,2700,3700,15996,0,0,9000,1,1,0,1,1,0,0,0,6,1,0,0,0
35650,3396,N,Wage/Salaries,2,Female,76,Widowed,,Extended Family,5,0,0,1,Single house,Strong,100,29,1,1,654036,119912,31418,20755,27286,10480,3938,8318,14405,156,756,10605,182886,156000,20340,21288,9618,2500,16566,10200,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0
33816,1562,N,Other sources of Income,2,Male,40,Married,,Single Family,3,0,1,0,Multi-unit residential,Strong,20,25,1,1,654000,83482,15104,10784,8994,2610,3300,2265,32070,2080,0,26230,73680,24000,3510,5430,10998,2600,14304,0,0,0,1,1,1,1,1,0,0,0,2,2,0,0,0
20878,183,I,Enterpreneurial Activities,0,Female,35,Widowed,Self-employed wihout any employee,Extended Family,5,1,0,2,Single house,Strong,12,13,1,1,653846,63406,15285,10413,9014,14466,3655,5250,520,1170,1040,2380,16362,5400,5455,6840,960,0,19992,2000,0,512304,1,0,1,1,1,0,0,0,1,0,0,0,1
33087,833,N,Wage/Salaries,2,Male,63,Married,Worked for private establishment,Single Family,9,0,3,3,Single house,Strong,180,40,4,1,653696,264965,45111,28920,45882,44935,13090,22935,55361,1314,0,29935,219540,132000,4085,17562,9900,47500,48414,3500,0,55000,1,0,1,1,1,0,0,0,6,0,0,0,0
7698,1341,D,Wage/Salaries,0,Male,57,Married,Worked for government/government corporation,Single Family,4,0,0,2,Single house,Strong,120,28,4,1,653690,100591,28902,21000,8156,12352,5084,6543,15600,0,0,8854,92772,60000,0,58110,6594,15990,50502,0,0,0,2,1,0,1,1,1,1,0,4,2,0,0,1
20674,4141,H,Enterpreneurial Activities,0,Male,51,Married,Employer in own family-operated farm or business,Extended Family,11,0,0,1,Single house,Strong,60,20,0,1,653472,174874,22886,14534,24154,10832,1750,6206,70014,5460,1448,3800,45246,18000,0,140322,18420,30100,18156,8030,0,478102,1,1,0,1,0,0,1,0,6,1,0,0,1
33874,1620,N,Wage/Salaries,2,Male,32,Married,Worked for private establishment,Single Family,4,0,2,1,Single house,Strong,60,35,2,1,653461,110019,25530,18780,33768,9522,3367,6324,5994,0,0,11205,111360,66000,50474,121200,36198,87000,35922,18700,0,0,1,1,1,1,1,1,1,0,2,1,0,0,1
36159,3905,N,Wage/Salaries,2,Male,40,Married,Worked for government/government corporation,Single Family,5,0,2,1,Multi-unit residential,Strong,60,1,2,1,653312,307858,40928,15020,56949,44112,19217,15893,84900,10136,2340,42750,161796,0,5466,86676,43992,48655,40524,5700,0,0,2,1,0,1,1,2,1,1,4,5,0,0,1
25480,357,K,Wage/Salaries,0,Male,50,Married,Worked for government/government corporation,Single Family,4,0,2,1,Single house,Strong,45,2,2,1,653300,201179,29967,16297,11442,47236,8710,10030,50400,1950,0,8608,74040,36000,9380,35028,1812,0,33510,32000,0,0,1,1,0,1,1,1,0,0,3,0,1,0,1
3001,1277,B,Other sources of Income,0,Female,63,Widowed,,Extended Family,3,0,1,2,Single house,Strong,80,10,2,1,653278,111883,26481,15945,26726,13136,5046,5140,13900,0,0,12620,28176,12600,10830,13548,8868,2600,38274,0,0,0,1,1,0,1,1,1,0,0,4,1,1,0,1
19859,3326,H,Enterpreneurial Activities,0,Male,41,Married,Employer in own family-operated farm or business,Single Family,3,0,1,0,Single house,Strong,200,18,3,1,653230,174569,13555,10240,45586,11926,3460,2810,73550,0,0,32020,104760,72000,726,34686,15294,28000,72750,35500,0,453000,2,1,0,1,0,2,2,0,1,2,0,0,1
35854,3600,N,Enterpreneurial Activities,2,Female,55,Widowed,Self-employed wihout any employee,Extended Family,13,3,2,3,Multi-unit residential,Strong,100,17,2,1,652186,255397,41537,27040,23331,19168,3180,4118,121400,1350,1560,6500,130500,0,4927,27312,53370,60400,39426,9000,0,342036,2,0,0,1,1,0,0,1,10,2,0,0,1
38358,725,P,Other sources of Income,0,Female,38,Married,Worked for government/government corporation,Single Family,4,0,2,2,Single house,Strong,36,13,2,1,652118,151238,32198,17147,21675,15065,6839,6323,49593,0,0,44455,85140,33000,5150,20796,34194,45450,37494,0,0,0,2,1,1,1,1,2,0,1,4,1,1,0,0
34037,1783,N,Enterpreneurial Activities,2,Female,52,Married,Self-employed wihout any employee,Single Family,5,0,1,2,Single house,Strong,32,15,1,1,651823,199077,38752,22958,27589,17190,8940,9760,58850,0,5361,9506,73770,0,18456,19170,12234,800,41790,134000,0,324980,1,1,0,1,0,0,0,0,4,0,0,0,0
39613,1980,P,Wage/Salaries,2,Male,29,Married,Worked for government/government corporation,Single Family,4,2,0,2,Single house,Strong,36,0,2,1,651747,160096,26044,12900,24108,19084,3411,20600,14467,280,0,26037,66174,12000,4840,67800,6894,0,44526,21100,0,0,2,0,0,1,0,1,0,0,2,1,1,0,0
17959,1426,H,Wage/Salaries,0,Female,50,Widowed,Self-employed wihout any employee,Single Family,9,2,2,2,Single house,Strong,75,23,3,1,651711,187494,63856,49234,28269,27872,810,6758,9100,1864,18100,7505,53358,36000,20688,36996,12756,870,40446,61000,14660,148760,2,0,2,1,1,0,0,0,4,0,1,0,2
36160,3906,N,Wage/Salaries,2,Male,52,Married,Worked for private establishment,Extended Family,5,0,1,2,Single house,Strong,60,52,2,1,651654,210893,19404,13390,35531,28949,6610,11821,87950,4622,3439,47719,92256,60000,4360,70326,26712,3800,70092,0,0,112100,1,1,0,1,1,1,1,1,6,4,0,0,0
34211,1957,N,Wage/Salaries,2,Male,49,Married,Self-employed wihout any employee,Single Family,4,0,1,2,Single house,Strong,40,45,2,1,651644,218398,24485,15850,38780,19048,7771,11981,87750,0,1560,30316,184158,120000,1170,54870,24042,30044,41646,16500,0,55200,1,1,0,1,1,2,2,1,4,2,1,0,0
36724,340,O,Enterpreneurial Activities,1,Male,59,Married,Employer in own family-operated farm or business,Single Family,8,1,2,1,Single house,Strong,54,13,5,1,651590,166105,51105,42276,38068,17996,3288,8161,24900,6878,0,3310,63900,30000,20700,45018,3300,25660,19464,6300,328734,456090,2,1,1,2,1,0,0,0,5,1,0,0,1
15058,744,G,Other sources of Income,0,Male,76,Married,,Extended Family,5,0,2,1,Single house,Strong,80,40,6,1,651526,72521,8758,7050,13298,8739,1330,4165,24600,362,1664,1800,44940,9000,3771,75000,11400,24140,19110,4700,0,0,2,0,1,1,0,1,0,1,4,0,0,0,1
21880,1185,I,Wage/Salaries,0,Male,59,Married,Worked for private establishment,Single Family,3,0,0,4,Single house,Strong,100,24,3,1,651518,138313,36025,22950,20979,11934,2242,8268,38600,2100,7240,14518,106974,45000,12479,10392,15588,0,22584,0,0,0,2,3,0,1,1,1,0,0,3,1,0,0,0
20587,4054,H,Enterpreneurial Activities,0,Male,58,Married,Employer in own family-operated farm or business,Single Family,3,0,0,0,Multi-unit residential,Strong,100,27,2,1,651480,164571,15940,13410,33060,31166,3220,9653,48680,0,0,2435,108768,54000,9924,28500,16218,0,14646,6000,0,500382,3,2,0,1,1,1,1,1,3,4,1,0,1
11702,625,F,Enterpreneurial Activities,0,Male,42,Married,Employer in own family-operated farm or business,Extended Family,4,0,0,0,Single house,Strong,75,42,4,1,651410,158426,34392,12846,39978,22215,4165,7812,18300,656,0,4775,289920,240000,1069,44616,6618,0,18090,10000,0,384260,3,1,0,1,1,1,1,0,4,1,1,0,0
35672,3418,N,Other sources of Income,2,Male,69,Married,,Extended Family,10,1,3,3,Single house,Strong,90,17,2,1,651405,267995,95981,25414,40618,21696,5942,6572,34309,1374,0,11515,165000,108000,26572,23322,5304,8400,56664,3000,0,92896,1,1,0,1,1,1,1,1,4,0,1,0,1
30903,997,M,Wage/Salaries,0,Female,55,Married,Worked for government/government corporation,Single Family,4,0,1,2,Duplex,Strong,30,40,2,1,651176,158395,23375,14144,31390,9725,4721,12125,50940,0,0,16730,69870,0,5798,5604,8460,37500,44646,15000,0,0,1,1,0,1,1,0,0,0,4,2,1,0,0
6814,457,D,Wage/Salaries,0,Male,40,Married,Worked for private establishment,Extended Family,5,0,1,2,Single house,Strong,100,30,3,1,651074,188789,28000,16990,21473,32270,19292,10220,50480,690,0,35755,54378,27000,17314,28020,20700,37500,27744,11000,0,166800,3,2,1,1,0,1,0,0,4,1,1,0,1
35734,3480,N,Other sources of Income,2,Female,36,Married,,Extended Family,5,2,0,1,Single house,Strong,48,8,3,1,651040,199723,28600,15540,31409,28288,9377,14104,13710,7368,12670,10963,101796,72000,13041,11352,15864,2354,18246,15000,0,0,0,1,1,0,1,1,0,0,2,1,0,0,0
31497,1591,M,Wage/Salaries,0,Male,62,Married,Self-employed wihout any employee,Extended Family,11,1,2,4,Single house,Strong,80,17,3,1,651014,114982,40381,35929,19598,10820,2555,5473,20630,760,5430,7830,49548,13200,48,15648,4416,2450,20172,3050,0,195226,2,0,0,1,1,0,1,0,7,2,1,0,0
6449,92,D,Other sources of Income,0,Male,69,Married,Self-employed wihout any employee,Extended Family,4,0,1,0,Single house,Strong,72,21,5,1,650714,120122,26124,15468,37330,14856,3319,8530,6200,0,0,21841,80670,36000,12360,5760,4800,950,9114,0,0,9870,1,1,0,1,1,0,1,0,2,2,0,0,0
3806,300,C,Wage/Salaries,0,Male,63,Married,Worked for government/government corporation,Extended Family,3,0,1,1,Single house,Strong,25,27,3,1,650671,97042,26712,16237,19435,8610,2930,6354,11310,288,0,9400,31788,15000,1232,9492,6600,11000,73314,22000,0,112124,1,0,0,1,1,0,1,0,3,1,1,0,1
23121,2426,I,Wage/Salaries,0,Female,77,Widowed,,Single Family,12,2,3,6,Single house,Strong,80,45,3,1,650518,163769,79226,62300,22936,24436,3200,11154,1530,5541,3620,23159,59094,30000,3197,16692,11382,443,16014,450,0,134782,1,1,1,0,0,0,1,0,5,0,0,0,1
22325,1630,I,Other sources of Income,0,Male,48,Married,Employer in own family-operated farm or business,Single Family,5,0,1,0,Single house,Strong,60,12,3,1,650056,114803,31140,20280,9881,11986,15490,5871,32950,456,10679,2030,73644,48000,3100,11052,2664,81490,9972,19500,0,95000,1,1,0,1,1,0,0,0,5,3,0,1,2
18127,1594,H,Enterpreneurial Activities,0,Male,38,Married,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,Strong,176,21,2,1,650054,269096,68513,32125,51034,14099,14640,15112,48100,5238,19910,29875,155718,120000,4630,20802,15870,30150,20934,11000,0,339804,3,3,1,1,1,0,0,0,3,3,1,0,0
37308,924,O,Wage/Salaries,0,Male,33,Married,Worked for government/government corporation,Extended Family,6,1,1,3,Single house,Strong,90,9,3,1,650008,189995,46367,25410,34176,14792,3205,8528,15220,56,0,14080,62700,27000,2489,15618,8520,4350,61776,6000,0,0,1,1,0,1,1,0,0,0,4,1,0,0,1
35418,3164,N,Wage/Salaries,2,Male,36,Married,Worked for private establishment,Single Family,4,1,1,2,Single house,Strong,200,16,3,1,650000,141647,21425,14010,13359,7628,3545,4087,36970,956,1810,46515,125970,42000,7682,47448,23502,46100,40542,1700,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0
26514,1391,K,Wage/Salaries,0,Male,44,Married,Self-employed wihout any employee,Single Family,3,0,1,1,Single house,Strong,94,4,2,1,649901,142161,21321,14794,14943,21966,2745,5955,53366,1254,0,69399,72480,48000,473,34296,17094,20960,46692,1800,0,63000,1,1,1,1,1,2,1,0,3,1,1,0,0
32596,342,N,Wage/Salaries,0,Female,29,Married,Worked for private establishment,Two or More Nonrelated Persons/Members,3,0,0,3,Multi-unit residential,Strong,40,5,0,1,649811,238992,15582,10816,8612,4561,2874,3363,183025,5270,10860,21519,96684,0,7923,52140,15498,52000,57216,13700,0,0,1,1,0,1,1,0,0,0,3,1,0,0,0
5552,2046,C,Wage/Salaries,0,Male,36,Married,Worked for government/government corporation,Single Family,5,2,1,2,Single house,Strong,70,22,3,1,649783,217356,37712,24218,32550,37994,8990,8266,23760,270,0,31381,72210,43200,38014,24288,14994,9800,75810,7000,0,0,1,1,0,1,1,2,0,0,3,3,1,0,1
20732,37,I,Other sources of Income,0,Female,63,Divorced/Separated,Employer in own family-operated farm or business,Single Family,2,0,0,0,Single house,Strong,80,45,4,1,649771,120572,20881,13087,23546,20458,13976,5618,12220,0,0,5430,81924,48000,47059,45330,21900,0,50370,37000,0,119807,2,1,1,2,1,1,1,1,2,1,1,0,0
36136,3882,N,Wage/Salaries,2,Female,32,Married,Worked for private establishment,Extended Family,9,3,2,3,Single house,Strong,40,28,2,1,649326,319644,38985,20677,52778,16486,4050,7530,119595,1800,10860,7075,68700,36000,28638,35844,9000,2750,42690,25232,0,0,1,1,0,1,1,0,0,0,3,1,0,0,1
31507,1601,M,Wage/Salaries,0,Male,48,Married,Worked for government/government corporation,Single Family,7,0,5,2,Single house,Strong,110,18,3,1,649180,240761,45715,33900,21663,11024,4785,6578,126130,576,0,5140,67980,33000,1548,14496,16950,36350,52062,20500,0,0,3,1,0,1,1,1,1,0,7,0,1,0,2
23026,2331,I,Wage/Salaries,0,Male,36,Married,Worked for government/government corporation,Single Family,4,0,2,2,Single house,Strong,20,7,3,1,649149,106770,35781,18420,10236,19285,3985,9433,0,4725,0,11990,183624,150000,3775,29454,7800,1210,173844,21404,0,0,1,1,1,1,0,0,0,0,5,1,0,0,1
15343,1029,G,Wage/Salaries,0,Male,66,Married,Worked for government/government corporation,Extended Family,8,1,1,2,Single house,Strong,80,10,4,1,649137,240204,25623,21600,44354,24072,2030,4861,43685,4090,0,5615,63180,36000,31605,17700,10158,6060,20004,4680,131763,185227,2,1,0,1,1,0,0,0,5,0,0,0,1
18978,2445,H,Wage/Salaries,0,Male,54,Married,,Single Family,5,0,0,1,Single house,Strong,400,35,6,1,649113,185346,25411,13380,34418,30204,6445,7245,47750,0,0,29330,148500,90000,122900,88170,17202,35300,40818,7500,0,0,1,1,1,1,1,1,0,1,5,1,0,0,0
13944,2867,F,Other sources of Income,0,Female,58,Widowed,,Extended Family,9,1,1,1,Single house,Strong,60,28,2,1,649050,115392,33785,26400,28182,10699,3990,5225,11070,360,0,10129,58440,21000,2227,17904,16668,31650,22068,0,0,60610,2,0,0,1,1,1,0,0,3,2,0,0,1
24528,1292,J,Wage/Salaries,0,Male,63,Married,Self-employed wihout any employee,Extended Family,6,0,2,2,Single house,Strong,70,5,2,1,649038,108818,30448,24164,8566,18700,9655,6820,10290,0,0,9350,40524,24000,45010,7902,9600,1500,35358,5300,0,117258,1,1,1,1,1,0,0,1,4,1,0,0,0
21654,959,I,Other sources of Income,0,Female,34,Married,,Single Family,2,0,1,0,Single house,Strong,40,10,2,1,648875,108092,22637,15860,21502,7168,3127,4679,56150,610,0,10140,78966,0,10784,40938,22914,49799,53718,11600,0,0,1,1,1,1,1,1,1,1,2,2,1,0,0
28840,1271,L,Wage/Salaries,0,Male,51,Married,,Extended Family,9,3,1,2,Single house,Strong,100,15,3,1,648639,162755,44847,32363,35103,28020,1880,4515,15092,1900,2534,13850,130980,84000,10898,14172,11232,2810,60810,36750,0,0,1,1,0,0,1,1,0,0,2,1,1,0,0
22577,1882,I,Enterpreneurial Activities,0,Male,49,Married,Employer in own family-operated farm or business,Single Family,5,0,2,0,Single house,Strong,80,7,3,1,648600,182785,34816,22516,38772,13341,4536,3618,60300,822,1810,15300,232500,180000,2615,28296,14400,89800,11730,7500,0,443600,2,1,1,1,1,1,1,1,4,5,1,0,1
33303,1049,N,Wage/Salaries,2,Male,48,Widowed,Worked for government/government corporation,Single Family,3,0,0,2,Single house,Strong,100,47,1,1,648542,165493,23523,14852,22433,23134,8356,14126,45850,3426,15385,13950,84888,54000,2915,24054,32430,47720,21516,9000,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0
3889,383,C,Other sources of Income,0,Female,42,Married,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,Strong,820,24,3,1,648488,157610,34474,22800,26574,22390,10005,13910,14140,0,0,16561,154752,120000,82130,38214,18720,18740,58176,42612,0,26198,1,1,1,1,1,1,0,1,4,1,1,0,1
32659,405,N,Wage/Salaries,0,Male,35,Married,Worked for private establishment,Extended Family,5,0,1,2,Single house,Strong,30,15,1,1,648481,158202,28003,19483,22023,8436,2710,5547,62980,0,0,11140,94860,48000,1396,35394,15240,3250,31926,16000,0,0,1,1,0,1,1,1,1,1,2,1,0,0,0
20872,177,I,Other sources of Income,0,Male,64,Married,Worked for government/government corporation,Extended Family,5,1,1,1,Single house,Strong,25,27,3,1,648122,107852,30624,24670,9940,19126,6520,3760,1380,15385,7520,4860,74664,34200,11296,16128,5310,7600,7848,33450,53840,53840,1,1,0,1,1,1,0,0,2,1,0,0,0
348,349,A,Wage/Salaries,0,Male,54,Married,Worked for private establishment,Single Family,6,0,2,3,Single house,Strong,70,14,4,1,648103,113407,21051,15400,19258,7468,5625,14646,16000,4392,13575,12205,126894,40998,6405,15252,7500,58850,28248,13000,0,0,1,1,1,1,1,0,1,0,5,0,0,0,0
31135,1229,M,Other sources of Income,0,Female,48,Divorced/Separated,,Extended Family,4,1,0,2,Single house,Strong,100,22,2,1,648098,132632,25702,20000,13300,11330,4303,6717,28060,0,0,26990,57408,33000,9593,12960,14880,9500,33264,3077,0,0,1,0,0,0,1,0,1,1,3,2,0,0,0
18192,1659,H,Other sources of Income,0,Male,65,Married,,Extended Family,4,0,0,2,Single house,Strong,70,15,3,1,648038,112315,22876,17150,11041,12091,8669,5338,27030,0,0,12209,138096,60000,111400,22782,20592,84000,27300,10000,0,0,4,2,0,1,1,3,1,1,4,3,1,0,0
34703,2449,N,Wage/Salaries,2,Male,52,Married,Worked for private establishment,Single Family,6,0,1,2,Single house,Strong,80,20,3,1,647991,247030,31067,24196,14016,12328,4760,74800,80250,35,6335,15720,65370,42000,7330,71868,15120,14070,43476,4000,0,0,3,1,0,1,1,1,1,0,8,2,2,0,0
13526,2449,F,Other sources of Income,0,Female,53,Married,,Single Family,4,0,0,3,Single house,Strong,80,17,3,1,647700,205312,16500,14640,98133,11770,4069,5529,51400,0,0,9906,127950,90000,1872,29280,18114,49400,19506,11500,0,0,2,1,1,1,1,1,0,0,4,1,0,0,0
14319,5,G,Other sources of Income,0,Male,53,Married,Worked for government/government corporation,Single Family,2,0,0,2,Single house,Strong,27,15,0,1,647517,69016,22212,18070,9520,11648,5260,9945,0,975,0,6235,27204,7800,239650,84042,720,27400,16818,2300,3990,74160,1,0,0,1,1,0,0,0,2,0,0,0,2
31171,1265,M,Enterpreneurial Activities,0,Female,60,Widowed,,Extended Family,11,1,5,0,Single house,Strong,100,4,5,1,647436,183698,55354,39960,27274,18480,6420,10932,24750,2100,0,23000,76320,42000,10200,16254,5202,8820,19620,17500,0,488040,1,1,0,1,1,0,0,0,5,0,0,0,1
33927,1673,N,Other sources of Income,2,Male,45,Married,Self-employed wihout any employee,Single Family,6,0,3,1,Single house,Strong,250,33,4,1,647358,223694,42155,24546,52800,24002,4100,6290,62540,3043,0,3174,156204,120000,19929,101358,18450,5430,37932,0,0,164560,2,0,0,1,1,0,0,1,2,2,1,0,1
12584,1507,F,Enterpreneurial Activities,0,Male,50,Married,Employer in own family-operated farm or business,Single Family,2,0,0,0,Single house,Strong,23,10,2,1,647333,61255,20541,12000,9635,4288,5205,3593,2400,0,3620,6070,65280,54000,354,2982,1200,0,22752,2250,111185,579945,2,0,0,2,0,2,0,0,2,1,1,0,1
1793,69,B,Wage/Salaries,0,Male,44,Married,Worked for government/government corporation,Single Family,5,0,3,2,Single house,Strong,80,13,3,1,647108,162785,39119,27690,27240,24073,3457,8308,30118,600,0,16400,67740,42000,4642,75564,14688,4650,37536,32000,0,0,1,1,1,1,1,1,1,0,3,3,1,0,1
33755,1501,N,Wage/Salaries,2,Female,58,Married,Worked for private establishment,Single Family,4,0,1,3,Single house,Strong,32,45,2,1,646945,139828,10290,5824,36460,9766,3386,7410,52400,445,0,9250,150168,120000,14800,26436,35154,25500,48006,4000,0,0,2,1,1,1,1,1,1,1,4,3,0,1,1
18301,1768,H,Wage/Salaries,0,Male,58,Married,Self-employed wihout any employee,Single Family,4,0,0,3,Single house,Strong,80,20,2,1,646940,176042,33372,21624,30910,16289,4020,5300,64380,1298,3620,9360,78438,48000,24298,60942,15312,0,31614,2000,0,37784,1,1,1,1,1,1,0,1,3,1,0,0,0
38125,492,P,Wage/Salaries,0,Male,52,Married,Worked for government/government corporation,Single Family,5,0,1,2,Single house,Strong,30,20,3,1,646595,139233,39689,32580,20323,8764,6600,7505,21400,3900,1358,28749,30726,10200,949,153000,10200,36250,66762,58900,0,0,1,0,0,1,1,1,1,0,4,3,1,0,1
